ROR   ---Q---- CZ
e8 19 00000000 01
e9 19 00000000 01
ea 19 00000000 01
eb 19 00000000 01
ec 19 00000000 01
ed 19 00000000 01
ee 19 00000000 01
ef 19 00000000 01
f0 19 00000000 01
f1 19 00000000 01
f2 19 00000000 01
f3 19 00000000 01
f4 19 00000000 01
f5 19 00000000 01
f6 19 00000000 01
f7 19 00000000 01
f8 19 00000000 01
f9 19 00000000 01
fa 19 00000000 01
fb 19 00000000 01
fc 19 00000000 01
fd 19 00000000 01
fe 19 00000000 01
ff 19 00000000 01
OR    ---Q---- CZ
00 1a 00000000 01
01 1a 00000000 01
02 1a 00000000 01
03 1a 00000000 01
04 1a 00000001 10
05 1a 00000001 10
06 1a 00000001 10
07 1a 00000001 10
08 1a 00000002 10
09 1a 00000002 10
0a 1a 00000002 10
0b 1a 00000002 10
0c 1a 7fffffff 10
0d 1a 7fffffff 10
0e 1a 7fffffff 10
0f 1a 7fffffff 10
10 1a 80000000 10
11 1a 80000000 10
12 1a 80000000 10
13 1a 80000000 10
14 1a 80000001 00
15 1a 80000001 00
16 1a 80000001 00
17 1a 80000001 00
18 1a fffffffe 10
19 1a fffffffe 10
1a 1a fffffffe 10
1b 1a fffffffe 10
1c 1a ffffffff 00
1d 1a ffffffff 00
1e 1a ffffffff 00
1f 1a ffffffff 00
20 1a 00000001 10
21 1a 00000001 10
22 1a 00000001 10
23 1a 00000001 10
24 1a 00000001 10
25 1a 00000001 10
26 1a 00000001 10
27 1a 00000001 10
28 1a 00000003 00
29 1a 00000003 00
2a 1a 00000003 00
2b 1a 00000003 00
2c 1a 7fffffff 10
2d 1a 7fffffff 10
2e 1a 7fffffff 10
2f 1a 7fffffff 10
30 1a 80000001 00
31 1a 80000001 00
32 1a 80000001 00
33 1a 80000001 00
34 1a 80000001 00
35 1a 80000001 00
36 1a 80000001 00
37 1a 80000001 00
38 1a ffffffff 00
39 1a ffffffff 00
3a 1a ffffffff 00
3b 1a ffffffff 00
3c 1a ffffffff 00
3d 1a ffffffff 00
3e 1a ffffffff 00
3f 1a ffffffff 00
40 1a 00000002 10
41 1a 00000002 10
42 1a 00000002 10
43 1a 00000002 10
44 1a 00000003 00
45 1a 00000003 00
46 1a 00000003 00
47 1a 00000003 00
48 1a 00000002 10
49 1a 00000002 10
4a 1a 00000002 10
4b 1a 00000002 10
4c 1a 7fffffff 10
4d 1a 7fffffff 10
4e 1a 7fffffff 10
4f 1a 7fffffff 10
50 1a 80000002 00
51 1a 80000002 00
52 1a 80000002 00
53 1a 80000002 00
54 1a 80000003 10
55 1a 80000003 10
56 1a 80000003 10
57 1a 80000003 10
58 1a fffffffe 10
59 1a fffffffe 10
5a 1a fffffffe 10
5b 1a fffffffe 10
5c 1a ffffffff 00
5d 1a ffffffff 00
5e 1a ffffffff 00
5f 1a ffffffff 00
60 1a 7fffffff 10
61 1a 7fffffff 10
62 1a 7fffffff 10
63 1a 7fffffff 10
64 1a 7fffffff 10
65 1a 7fffffff 10
66 1a 7fffffff 10
67 1a 7fffffff 10
68 1a 7fffffff 10
69 1a 7fffffff 10
6a 1a 7fffffff 10
6b 1a 7fffffff 10
6c 1a 7fffffff 10
6d 1a 7fffffff 10
6e 1a 7fffffff 10
6f 1a 7fffffff 10
70 1a ffffffff 00
71 1a ffffffff 00
72 1a ffffffff 00
73 1a ffffffff 00
74 1a ffffffff 00
75 1a ffffffff 00
76 1a ffffffff 00
77 1a ffffffff 00
78 1a ffffffff 00
79 1a ffffffff 00
7a 1a ffffffff 00
7b 1a ffffffff 00
7c 1a ffffffff 00
7d 1a ffffffff 00
7e 1a ffffffff 00
7f 1a ffffffff 00
80 1a 80000000 10
81 1a 80000000 10
82 1a 80000000 10
83 1a 80000000 10
84 1a 80000001 00
85 1a 80000001 00
86 1a 80000001 00
87 1a 80000001 00
88 1a 80000002 00
89 1a 80000002 00
8a 1a 80000002 00
8b 1a 80000002 00
8c 1a ffffffff 00
8d 1a ffffffff 00
8e 1a ffffffff 00
8f 1a ffffffff 00
90 1a 80000000 10
91 1a 80000000 10
92 1a 80000000 10
93 1a 80000000 10
94 1a 80000001 00
95 1a 80000001 00
96 1a 80000001 00
97 1a 80000001 00
98 1a fffffffe 10
99 1a fffffffe 10
9a 1a fffffffe 10
9b 1a fffffffe 10
9c 1a ffffffff 00
9d 1a ffffffff 00
9e 1a ffffffff 00
9f 1a ffffffff 00
a0 1a 80000001 00
a1 1a 80000001 00
a2 1a 80000001 00
a3 1a 80000001 00
a4 1a 80000001 00
a5 1a 80000001 00
a6 1a 80000001 00
a7 1a 80000001 00
a8 1a 80000003 10
a9 1a 80000003 10
aa 1a 80000003 10
ab 1a 80000003 10
ac 1a ffffffff 00
ad 1a ffffffff 00
ae 1a ffffffff 00
af 1a ffffffff 00
b0 1a 80000001 00
b1 1a 80000001 00
b2 1a 80000001 00
b3 1a 80000001 00
b4 1a 80000001 00
b5 1a 80000001 00
b6 1a 80000001 00
b7 1a 80000001 00
b8 1a ffffffff 00
b9 1a ffffffff 00
ba 1a ffffffff 00
bb 1a ffffffff 00
bc 1a ffffffff 00
bd 1a ffffffff 00
be 1a ffffffff 00
bf 1a ffffffff 00
c0 1a fffffffe 10
c1 1a fffffffe 10
c2 1a fffffffe 10
c3 1a fffffffe 10
c4 1a ffffffff 00
c5 1a ffffffff 00
c6 1a ffffffff 00
c7 1a ffffffff 00
c8 1a fffffffe 10
c9 1a fffffffe 10
ca 1a fffffffe 10
cb 1a fffffffe 10
cc 1a ffffffff 00
cd 1a ffffffff 00
ce 1a ffffffff 00
cf 1a ffffffff 00
d0 1a fffffffe 10
d1 1a fffffffe 10
d2 1a fffffffe 10
d3 1a fffffffe 10
d4 1a ffffffff 00
d5 1a ffffffff 00
d6 1a ffffffff 00
d7 1a ffffffff 00
d8 1a fffffffe 10
d9 1a fffffffe 10
da 1a fffffffe 10
db 1a fffffffe 10
dc 1a ffffffff 00
dd 1a ffffffff 00
de 1a ffffffff 00
df 1a ffffffff 00
e0 1a ffffffff 00
e1 1a ffffffff 00
e2 1a ffffffff 00
e3 1a ffffffff 00
e4 1a ffffffff 00
e5 1a ffffffff 00
e6 1a ffffffff 00
e7 1a ffffffff 00
e8 1a ffffffff 00
e9 1a ffffffff 00
ea 1a ffffffff 00
eb 1a ffffffff 00
ec 1a ffffffff 00
ed 1a ffffffff 00
ee 1a ffffffff 00
ef 1a ffffffff 00
f0 1a ffffffff 00
f1 1a ffffffff 00
f2 1a ffffffff 00
f3 1a ffffffff 00
f4 1a ffffffff 00
f5 1a ffffffff 00
f6 1a ffffffff 00
f7 1a ffffffff 00
f8 1a ffffffff 00
f9 1a ffffffff 00
fa 1a ffffffff 00
fb 1a ffffffff 00
fc 1a ffffffff 00
fd 1a ffffffff 00
fe 1a ffffffff 00
ff 1a ffffffff 00
XOR   ---Q---- CZ
00 1b 00000000 01
01 1b 00000000 01
02 1b 00000000 01
03 1b 00000000 01
04 1b 00000001 10
05 1b 00000001 10
06 1b 00000001 10
07 1b 00000001 10
08 1b 00000002 10
09 1b 00000002 10
0a 1b 00000002 10
0b 1b 00000002 10
0c 1b 7fffffff 10
0d 1b 7fffffff 10
0e 1b 7fffffff 10
0f 1b 7fffffff 10
10 1b 80000000 10
11 1b 80000000 10
12 1b 80000000 10
13 1b 80000000 10
14 1b 80000001 00
15 1b 80000001 00
16 1b 80000001 00
17 1b 80000001 00
18 1b fffffffe 10
19 1b fffffffe 10
1a 1b fffffffe 10
1b 1b fffffffe 10
1c 1b ffffffff 00
1d 1b ffffffff 00
1e 1b ffffffff 00
1f 1b ffffffff 00
20 1b 00000001 10
21 1b 00000001 10
22 1b 00000001 10
23 1b 00000001 10
24 1b 00000000 01
25 1b 00000000 01
26 1b 00000000 01
27 1b 00000000 01
28 1b 00000003 00
29 1b 00000003 00
2a 1b 00000003 00
2b 1b 00000003 00
2c 1b 7ffffffe 00
2d 1b 7ffffffe 00
2e 1b 7ffffffe 00
2f 1b 7ffffffe 00
30 1b 80000001 00
31 1b 80000001 00
32 1b 80000001 00
33 1b 80000001 00
34 1b 80000000 10
35 1b 80000000 10
36 1b 80000000 10
37 1b 80000000 10
38 1b ffffffff 00
39 1b ffffffff 00
3a 1b ffffffff 00
3b 1b ffffffff 00
3c 1b fffffffe 10
3d 1b fffffffe 10
3e 1b fffffffe 10
3f 1b fffffffe 10
40 1b 00000002 10
41 1b 00000002 10
42 1b 00000002 10
43 1b 00000002 10
44 1b 00000003 00
45 1b 00000003 00
46 1b 00000003 00
47 1b 00000003 00
48 1b 00000000 01
49 1b 00000000 01
4a 1b 00000000 01
4b 1b 00000000 01
4c 1b 7ffffffd 00
4d 1b 7ffffffd 00
4e 1b 7ffffffd 00
4f 1b 7ffffffd 00
50 1b 80000002 00
51 1b 80000002 00
52 1b 80000002 00
53 1b 80000002 00
54 1b 80000003 10
55 1b 80000003 10
56 1b 80000003 10
57 1b 80000003 10
58 1b fffffffc 00
59 1b fffffffc 00
5a 1b fffffffc 00
5b 1b fffffffc 00
5c 1b fffffffd 10
5d 1b fffffffd 10
5e 1b fffffffd 10
5f 1b fffffffd 10
60 1b 7fffffff 10
61 1b 7fffffff 10
62 1b 7fffffff 10
63 1b 7fffffff 10
64 1b 7ffffffe 00
65 1b 7ffffffe 00
66 1b 7ffffffe 00
67 1b 7ffffffe 00
68 1b 7ffffffd 00
69 1b 7ffffffd 00
6a 1b 7ffffffd 00
6b 1b 7ffffffd 00
6c 1b 00000000 01
6d 1b 00000000 01
6e 1b 00000000 01
6f 1b 00000000 01
70 1b ffffffff 00
71 1b ffffffff 00
72 1b ffffffff 00
73 1b ffffffff 00
74 1b fffffffe 10
75 1b fffffffe 10
76 1b fffffffe 10
77 1b fffffffe 10
78 1b 80000001 00
79 1b 80000001 00
7a 1b 80000001 00
7b 1b 80000001 00
7c 1b 80000000 10
7d 1b 80000000 10
7e 1b 80000000 10
7f 1b 80000000 10
80 1b 80000000 10
81 1b 80000000 10
82 1b 80000000 10
83 1b 80000000 10
84 1b 80000001 00
85 1b 80000001 00
86 1b 80000001 00
87 1b 80000001 00
88 1b 80000002 00
89 1b 80000002 00
8a 1b 80000002 00
8b 1b 80000002 00
8c 1b ffffffff 00
8d 1b ffffffff 00
8e 1b ffffffff 00
8f 1b ffffffff 00
90 1b 00000000 01
91 1b 00000000 01
92 1b 00000000 01
93 1b 00000000 01
94 1b 00000001 10
95 1b 00000001 10
96 1b 00000001 10
97 1b 00000001 10
98 1b 7ffffffe 00
99 1b 7ffffffe 00
9a 1b 7ffffffe 00
9b 1b 7ffffffe 00
9c 1b 7fffffff 10
9d 1b 7fffffff 10
9e 1b 7fffffff 10
9f 1b 7fffffff 10
a0 1b 80000001 00
a1 1b 80000001 00
a2 1b 80000001 00
a3 1b 80000001 00
a4 1b 80000000 10
a5 1b 80000000 10
a6 1b 80000000 10
a7 1b 80000000 10
a8 1b 80000003 10
a9 1b 80000003 10
aa 1b 80000003 10
ab 1b 80000003 10
ac 1b fffffffe 10
ad 1b fffffffe 10
ae 1b fffffffe 10
af 1b fffffffe 10
b0 1b 00000001 10
b1 1b 00000001 10
b2 1b 00000001 10
b3 1b 00000001 10
b4 1b 00000000 01
b5 1b 00000000 01
b6 1b 00000000 01
b7 1b 00000000 01
b8 1b 7fffffff 10
b9 1b 7fffffff 10
ba 1b 7fffffff 10
bb 1b 7fffffff 10
bc 1b 7ffffffe 00
bd 1b 7ffffffe 00
be 1b 7ffffffe 00
bf 1b 7ffffffe 00
c0 1b fffffffe 10
c1 1b fffffffe 10
c2 1b fffffffe 10
c3 1b fffffffe 10
c4 1b ffffffff 00
c5 1b ffffffff 00
c6 1b ffffffff 00
c7 1b ffffffff 00
c8 1b fffffffc 00
c9 1b fffffffc 00
ca 1b fffffffc 00
cb 1b fffffffc 00
cc 1b 80000001 00
cd 1b 80000001 00
ce 1b 80000001 00
cf 1b 80000001 00
d0 1b 7ffffffe 00
d1 1b 7ffffffe 00
d2 1b 7ffffffe 00
d3 1b 7ffffffe 00
d4 1b 7fffffff 10
d5 1b 7fffffff 10
d6 1b 7fffffff 10
d7 1b 7fffffff 10
d8 1b 00000000 01
d9 1b 00000000 01
da 1b 00000000 01
db 1b 00000000 01
dc 1b 00000001 10
dd 1b 00000001 10
de 1b 00000001 10
df 1b 00000001 10
e0 1b ffffffff 00
e1 1b ffffffff 00
e2 1b ffffffff 00
e3 1b ffffffff 00
e4 1b fffffffe 10
e5 1b fffffffe 10
e6 1b fffffffe 10
e7 1b fffffffe 10
e8 1b fffffffd 10
e9 1b fffffffd 10
ea 1b fffffffd 10
eb 1b fffffffd 10
ec 1b 80000000 10
ed 1b 80000000 10
ee 1b 80000000 10
ef 1b 80000000 10
f0 1b 7fffffff 10
f1 1b 7fffffff 10
f2 1b 7fffffff 10
f3 1b 7fffffff 10
f4 1b 7ffffffe 00
f5 1b 7ffffffe 00
f6 1b 7ffffffe 00
f7 1b 7ffffffe 00
f8 1b 00000001 10
f9 1b 00000001 10
fa 1b 00000001 10
fb 1b 00000001 10
fc 1b 00000000 01
fd 1b 00000000 01
fe 1b 00000000 01
ff 1b 00000000 01
MUXC  ---Q---- CZ
00 1c 00000000 01
01 1c 00000000 01
02 1c 00000000 01
03 1c 00000000 01
04 1c 00000001 10
05 1c 00000001 10
06 1c 00000001 10
07 1c 00000001 10
08 1c 00000002 10
09 1c 00000002 10
0a 1c 00000002 10
0b 1c 00000002 10
0c 1c 7fffffff 10
0d 1c 7fffffff 10
0e 1c 7fffffff 10
0f 1c 7fffffff 10
10 1c 80000000 10
11 1c 80000000 10
12 1c 80000000 10
13 1c 80000000 10
14 1c 80000001 00
15 1c 80000001 00
16 1c 80000001 00
17 1c 80000001 00
18 1c fffffffe 10
19 1c fffffffe 10
1a 1c fffffffe 10
1b 1c fffffffe 10
1c 1c ffffffff 00
1d 1c ffffffff 00
1e 1c ffffffff 00
1f 1c ffffffff 00
20 1c 00000000 01
21 1c 00000000 01
22 1c 00000001 10
23 1c 00000001 10
24 1c 00000000 01
25 1c 00000000 01
26 1c 00000001 10
27 1c 00000001 10
28 1c 00000002 10
29 1c 00000002 10
2a 1c 00000003 00
2b 1c 00000003 00
2c 1c 7ffffffe 00
2d 1c 7ffffffe 00
2e 1c 7fffffff 10
2f 1c 7fffffff 10
30 1c 80000000 10
31 1c 80000000 10
32 1c 80000001 00
33 1c 80000001 00
34 1c 80000000 10
35 1c 80000000 10
36 1c 80000001 00
37 1c 80000001 00
38 1c fffffffe 10
39 1c fffffffe 10
3a 1c ffffffff 00
3b 1c ffffffff 00
3c 1c fffffffe 10
3d 1c fffffffe 10
3e 1c ffffffff 00
3f 1c ffffffff 00
40 1c 00000000 01
41 1c 00000000 01
42 1c 00000002 10
43 1c 00000002 10
44 1c 00000001 10
45 1c 00000001 10
46 1c 00000003 00
47 1c 00000003 00
48 1c 00000000 01
49 1c 00000000 01
4a 1c 00000002 10
4b 1c 00000002 10
4c 1c 7ffffffd 00
4d 1c 7ffffffd 00
4e 1c 7fffffff 10
4f 1c 7fffffff 10
50 1c 80000000 10
51 1c 80000000 10
52 1c 80000002 00
53 1c 80000002 00
54 1c 80000001 00
55 1c 80000001 00
56 1c 80000003 10
57 1c 80000003 10
58 1c fffffffc 00
59 1c fffffffc 00
5a 1c fffffffe 10
5b 1c fffffffe 10
5c 1c fffffffd 10
5d 1c fffffffd 10
5e 1c ffffffff 00
5f 1c ffffffff 00
60 1c 00000000 01
61 1c 00000000 01
62 1c 7fffffff 10
63 1c 7fffffff 10
64 1c 00000000 01
65 1c 00000000 01
66 1c 7fffffff 10
67 1c 7fffffff 10
68 1c 00000000 01
69 1c 00000000 01
6a 1c 7fffffff 10
6b 1c 7fffffff 10
6c 1c 00000000 01
6d 1c 00000000 01
6e 1c 7fffffff 10
6f 1c 7fffffff 10
70 1c 80000000 10
71 1c 80000000 10
72 1c ffffffff 00
73 1c ffffffff 00
74 1c 80000000 10
75 1c 80000000 10
76 1c ffffffff 00
77 1c ffffffff 00
78 1c 80000000 10
79 1c 80000000 10
7a 1c ffffffff 00
7b 1c ffffffff 00
7c 1c 80000000 10
7d 1c 80000000 10
7e 1c ffffffff 00
7f 1c ffffffff 00
80 1c 00000000 01
81 1c 00000000 01
82 1c 80000000 10
83 1c 80000000 10
84 1c 00000001 10
85 1c 00000001 10
86 1c 80000001 00
87 1c 80000001 00
88 1c 00000002 10
89 1c 00000002 10
8a 1c 80000002 00
8b 1c 80000002 00
8c 1c 7fffffff 10
8d 1c 7fffffff 10
8e 1c ffffffff 00
8f 1c ffffffff 00
90 1c 00000000 01
91 1c 00000000 01
92 1c 80000000 10
93 1c 80000000 10
94 1c 00000001 10
95 1c 00000001 10
96 1c 80000001 00
97 1c 80000001 00
98 1c 7ffffffe 00
99 1c 7ffffffe 00
9a 1c fffffffe 10
9b 1c fffffffe 10
9c 1c 7fffffff 10
9d 1c 7fffffff 10
9e 1c ffffffff 00
9f 1c ffffffff 00
a0 1c 00000000 01
a1 1c 00000000 01
a2 1c 80000001 00
a3 1c 80000001 00
a4 1c 00000000 01
a5 1c 00000000 01
a6 1c 80000001 00
a7 1c 80000001 00
a8 1c 00000002 10
a9 1c 00000002 10
aa 1c 80000003 10
ab 1c 80000003 10
ac 1c 7ffffffe 00
ad 1c 7ffffffe 00
ae 1c ffffffff 00
af 1c ffffffff 00
b0 1c 00000000 01
b1 1c 00000000 01
b2 1c 80000001 00
b3 1c 80000001 00
b4 1c 00000000 01
b5 1c 00000000 01
b6 1c 80000001 00
b7 1c 80000001 00
b8 1c 7ffffffe 00
b9 1c 7ffffffe 00
ba 1c ffffffff 00
bb 1c ffffffff 00
bc 1c 7ffffffe 00
bd 1c 7ffffffe 00
be 1c ffffffff 00
bf 1c ffffffff 00
c0 1c 00000000 01
c1 1c 00000000 01
c2 1c fffffffe 10
c3 1c fffffffe 10
c4 1c 00000001 10
c5 1c 00000001 10
c6 1c ffffffff 00
c7 1c ffffffff 00
c8 1c 00000000 01
c9 1c 00000000 01
ca 1c fffffffe 10
cb 1c fffffffe 10
cc 1c 00000001 10
cd 1c 00000001 10
ce 1c ffffffff 00
cf 1c ffffffff 00
d0 1c 00000000 01
d1 1c 00000000 01
d2 1c fffffffe 10
d3 1c fffffffe 10
d4 1c 00000001 10
d5 1c 00000001 10
d6 1c ffffffff 00
d7 1c ffffffff 00
d8 1c 00000000 01
d9 1c 00000000 01
da 1c fffffffe 10
db 1c fffffffe 10
dc 1c 00000001 10
dd 1c 00000001 10
de 1c ffffffff 00
df 1c ffffffff 00
e0 1c 00000000 01
e1 1c 00000000 01
e2 1c ffffffff 00
e3 1c ffffffff 00
e4 1c 00000000 01
e5 1c 00000000 01
e6 1c ffffffff 00
e7 1c ffffffff 00
e8 1c 00000000 01
e9 1c 00000000 01
ea 1c ffffffff 00
eb 1c ffffffff 00
ec 1c 00000000 01
ed 1c 00000000 01
ee 1c ffffffff 00
ef 1c ffffffff 00
f0 1c 00000000 01
f1 1c 00000000 01
f2 1c ffffffff 00
f3 1c ffffffff 00
f4 1c 00000000 01
f5 1c 00000000 01
f6 1c ffffffff 00
f7 1c ffffffff 00
f8 1c 00000000 01
f9 1c 00000000 01
fa 1c ffffffff 00
fb 1c ffffffff 00
fc 1c 00000000 01
fd 1c 00000000 01
fe 1c ffffffff 00
ff 1c ffffffff 00
MUXNC ---Q---- CZ
00 1d 00000000 01
01 1d 00000000 01
02 1d 00000000 01
03 1d 00000000 01
04 1d 00000001 10
05 1d 00000001 10
06 1d 00000001 10
07 1d 00000001 10
08 1d 00000002 10
09 1d 00000002 10
0a 1d 00000002 10
0b 1d 00000002 10
0c 1d 7fffffff 10
0d 1d 7fffffff 10
0e 1d 7fffffff 10
0f 1d 7fffffff 10
10 1d 80000000 10
11 1d 80000000 10
12 1d 80000000 10
13 1d 80000000 10
14 1d 80000001 00
15 1d 80000001 00
16 1d 80000001 00
17 1d 80000001 00
18 1d fffffffe 10
19 1d fffffffe 10
1a 1d fffffffe 10
1b 1d fffffffe 10
1c 1d ffffffff 00
1d 1d ffffffff 00
1e 1d ffffffff 00
1f 1d ffffffff 00
20 1d 00000001 10
21 1d 00000001 10
22 1d 00000000 01
23 1d 00000000 01
24 1d 00000001 10
25 1d 00000001 10
26 1d 00000000 01
27 1d 00000000 01
28 1d 00000003 00
29 1d 00000003 00
2a 1d 00000002 10
2b 1d 00000002 10
2c 1d 7fffffff 10
2d 1d 7fffffff 10
2e 1d 7ffffffe 00
2f 1d 7ffffffe 00
30 1d 80000001 00
31 1d 80000001 00
32 1d 80000000 10
33 1d 80000000 10
34 1d 80000001 00
35 1d 80000001 00
36 1d 80000000 10
37 1d 80000000 10
38 1d ffffffff 00
39 1d ffffffff 00
3a 1d fffffffe 10
3b 1d fffffffe 10
3c 1d ffffffff 00
3d 1d ffffffff 00
3e 1d fffffffe 10
3f 1d fffffffe 10
40 1d 00000002 10
41 1d 00000002 10
42 1d 00000000 01
43 1d 00000000 01
44 1d 00000003 00
45 1d 00000003 00
46 1d 00000001 10
47 1d 00000001 10
48 1d 00000002 10
49 1d 00000002 10
4a 1d 00000000 01
4b 1d 00000000 01
4c 1d 7fffffff 10
4d 1d 7fffffff 10
4e 1d 7ffffffd 00
4f 1d 7ffffffd 00
50 1d 80000002 00
51 1d 80000002 00
52 1d 80000000 10
53 1d 80000000 10
54 1d 80000003 10
55 1d 80000003 10
56 1d 80000001 00
57 1d 80000001 00
58 1d fffffffe 10
59 1d fffffffe 10
5a 1d fffffffc 00
5b 1d fffffffc 00
5c 1d ffffffff 00
5d 1d ffffffff 00
5e 1d fffffffd 10
5f 1d fffffffd 10
60 1d 7fffffff 10
61 1d 7fffffff 10
62 1d 00000000 01
63 1d 00000000 01
64 1d 7fffffff 10
65 1d 7fffffff 10
66 1d 00000000 01
67 1d 00000000 01
68 1d 7fffffff 10
69 1d 7fffffff 10
6a 1d 00000000 01
6b 1d 00000000 01
6c 1d 7fffffff 10
6d 1d 7fffffff 10
6e 1d 00000000 01
6f 1d 00000000 01
70 1d ffffffff 00
71 1d ffffffff 00
72 1d 80000000 10
73 1d 80000000 10
74 1d ffffffff 00
75 1d ffffffff 00
76 1d 80000000 10
77 1d 80000000 10
78 1d ffffffff 00
79 1d ffffffff 00
7a 1d 80000000 10
7b 1d 80000000 10
7c 1d ffffffff 00
7d 1d ffffffff 00
7e 1d 80000000 10
7f 1d 80000000 10
80 1d 80000000 10
81 1d 80000000 10
82 1d 00000000 01
83 1d 00000000 01
84 1d 80000001 00
85 1d 80000001 00
86 1d 00000001 10
87 1d 00000001 10
88 1d 80000002 00
89 1d 80000002 00
8a 1d 00000002 10
8b 1d 00000002 10
8c 1d ffffffff 00
8d 1d ffffffff 00
8e 1d 7fffffff 10
8f 1d 7fffffff 10
90 1d 80000000 10
91 1d 80000000 10
92 1d 00000000 01
93 1d 00000000 01
94 1d 80000001 00
95 1d 80000001 00
96 1d 00000001 10
97 1d 00000001 10
98 1d fffffffe 10
99 1d fffffffe 10
9a 1d 7ffffffe 00
9b 1d 7ffffffe 00
9c 1d ffffffff 00
9d 1d ffffffff 00
9e 1d 7fffffff 10
9f 1d 7fffffff 10
a0 1d 80000001 00
a1 1d 80000001 00
a2 1d 00000000 01
a3 1d 00000000 01
a4 1d 80000001 00
a5 1d 80000001 00
a6 1d 00000000 01
a7 1d 00000000 01
a8 1d 80000003 10
a9 1d 80000003 10
aa 1d 00000002 10
ab 1d 00000002 10
ac 1d ffffffff 00
ad 1d ffffffff 00
ae 1d 7ffffffe 00
af 1d 7ffffffe 00
b0 1d 80000001 00
b1 1d 80000001 00
b2 1d 00000000 01
b3 1d 00000000 01
b4 1d 80000001 00
b5 1d 80000001 00
b6 1d 00000000 01
b7 1d 00000000 01
b8 1d ffffffff 00
b9 1d ffffffff 00
ba 1d 7ffffffe 00
bb 1d 7ffffffe 00
bc 1d ffffffff 00
bd 1d ffffffff 00
be 1d 7ffffffe 00
bf 1d 7ffffffe 00
c0 1d fffffffe 10
c1 1d fffffffe 10
c2 1d 00000000 01
c3 1d 00000000 01
c4 1d ffffffff 00
c5 1d ffffffff 00
c6 1d 00000001 10
c7 1d 00000001 10
c8 1d fffffffe 10
c9 1d fffffffe 10
ca 1d 00000000 01
cb 1d 00000000 01
cc 1d ffffffff 00
cd 1d ffffffff 00
ce 1d 00000001 10
cf 1d 00000001 10
d0 1d fffffffe 10
d1 1d fffffffe 10
d2 1d 00000000 01
d3 1d 00000000 01
d4 1d ffffffff 00
d5 1d ffffffff 00
d6 1d 00000001 10
d7 1d 00000001 10
d8 1d fffffffe 10
d9 1d fffffffe 10
da 1d 00000000 01
db 1d 00000000 01
dc 1d ffffffff 00
dd 1d ffffffff 00
de 1d 00000001 10
df 1d 00000001 10
e0 1d ffffffff 00
e1 1d ffffffff 00
e2 1d 00000000 01
e3 1d 00000000 01
e4 1d ffffffff 00
e5 1d ffffffff 00
e6 1d 00000000 01
e7 1d 00000000 01
e8 1d ffffffff 00
e9 1d ffffffff 00
ea 1d 00000000 01
eb 1d 00000000 01
ec 1d ffffffff 00
ed 1d ffffffff 00
ee 1d 00000000 01
ef 1d 00000000 01
f0 1d ffffffff 00
f1 1d ffffffff 00
f2 1d 00000000 01
f3 1d 00000000 01
f4 1d ffffffff 00
f5 1d ffffffff 00
f6 1d 00000000 01
f7 1d 00000000 01
f8 1d ffffffff 00
f9 1d ffffffff 00
fa 1d 00000000 01
fb 1d 00000000 01
fc 1d ffffffff 00
fd 1d ffffffff 00
fe 1d 00000000 01
ff 1d 00000000 01
MUXNZ ---Q---- CZ
00 1e 00000000 01
01 1e 00000000 01
02 1e 00000000 01
03 1e 00000000 01
04 1e 00000001 10
05 1e 00000001 10
06 1e 00000001 10
07 1e 00000001 10
08 1e 00000002 10
09 1e 00000002 10
0a 1e 00000002 10
0b 1e 00000002 10
0c 1e 7fffffff 10
0d 1e 7fffffff 10
0e 1e 7fffffff 10
0f 1e 7fffffff 10
10 1e 80000000 10
11 1e 80000000 10
12 1e 80000000 10
13 1e 80000000 10
14 1e 80000001 00
15 1e 80000001 00
16 1e 80000001 00
17 1e 80000001 00
18 1e fffffffe 10
19 1e fffffffe 10
1a 1e fffffffe 10
1b 1e fffffffe 10
1c 1e ffffffff 00
1d 1e ffffffff 00
1e 1e ffffffff 00
1f 1e ffffffff 00
20 1e 00000000 01
21 1e 00000001 10
22 1e 00000000 01
23 1e 00000001 10
24 1e 00000000 01
25 1e 00000001 10
26 1e 00000000 01
27 1e 00000001 10
28 1e 00000002 10
29 1e 00000003 00
2a 1e 00000002 10
2b 1e 00000003 00
2c 1e 7ffffffe 00
2d 1e 7fffffff 10
2e 1e 7ffffffe 00
2f 1e 7fffffff 10
30 1e 80000000 10
31 1e 80000001 00
32 1e 80000000 10
33 1e 80000001 00
34 1e 80000000 10
35 1e 80000001 00
36 1e 80000000 10
37 1e 80000001 00
38 1e fffffffe 10
39 1e ffffffff 00
3a 1e fffffffe 10
3b 1e ffffffff 00
3c 1e fffffffe 10
3d 1e ffffffff 00
3e 1e fffffffe 10
3f 1e ffffffff 00
40 1e 00000000 01
41 1e 00000002 10
42 1e 00000000 01
43 1e 00000002 10
44 1e 00000001 10
45 1e 00000003 00
46 1e 00000001 10
47 1e 00000003 00
48 1e 00000000 01
49 1e 00000002 10
4a 1e 00000000 01
4b 1e 00000002 10
4c 1e 7ffffffd 00
4d 1e 7fffffff 10
4e 1e 7ffffffd 00
4f 1e 7fffffff 10
50 1e 80000000 10
51 1e 80000002 00
52 1e 80000000 10
53 1e 80000002 00
54 1e 80000001 00
55 1e 80000003 10
56 1e 80000001 00
57 1e 80000003 10
58 1e fffffffc 00
59 1e fffffffe 10
5a 1e fffffffc 00
